song_id,lyrics
1685255,"Cocaine Blues LyricsEverytime my baby and me go up town
Police come and they knock me down
Cocaine, all around my brain
Hey baby, better come here quick
This old cocaine is making me sick
Cocaine, all around my brain
Yonder comes by baby, she's dressed in red
She's got a shot-gun, says she's gonna kill me dead
Cocaine, all around my brain
Hey baby, better come here quick
This old cocaine is making me sick
Cocaine, all around my brain
Early one morning, half past four
Cocaine came knockin' on my door
Cocaine, all around my brain
Hey baby, you better come here quick
This old cocaine is making me sick
Cocaine, all around my brain
Cocaine's for horses and it's not for men
Doctor said it kill you, but he don't say when
Cocaine, all around my brain
Hey baby, you better come here quick
This old cocaine is making me sick
Cocaine, all around my brainEmbed"
7236494,"Cold, Cold Heart (Shot of Love Outtake) LyricsI tried so hard, my dear, to show that you're my every dream
Yet you're afraid each thing I do is just some evil scheme
A memory from your lonesome past keeps us so far apart
Why can't I free your doubtful mind and melt your cold, cold heart?
You'll never know how much it hurts to see you sit and cry
You know you need and want my love, yet you're afraid to try
Why do you run and hide from life, to try it just ain't smart
Why can't I free your doubtful mind and melt your cold, cold heart?
Another love before my time made your heart sad and blue
And so my heart is paying now for things I didn't do
In anger, unkind words are said that make the teardrops start
Why can't I free your doubtful mind and melt your cold, cold heart?
There was a time when I believed that you belonged to me
But now I know your heart is shackled to a memory
The more I learn to care for you, the more we drift apart
Why can't I free your doubtful mind and melt your cold, cold heart?Embed"
201121,"Cold Irons Bound Lyrics
I’m beginning to hear voices and there’s no one around
Well, I’m all used up and the fields have turned brown
I went to church on Sunday and she passed by
My love for her is taking such a long time to die
I’m waist deep, waist deep in the mist
It’s almost like, almost like I don’t exist
I’m twenty miles out of town in cold irons bound

The walls of pride are high and wide
Can’t see over to the other side
It’s such a sad thing to see beauty decay
It’s sadder still to feel your heart torn away
One look at you and I’m out of control
Like the universe has swallowed me whole
I’m twenty miles out of town in cold irons bound

There’s too many people, too many to recall
I thought some of ’m were friends of mine, I was wrong about ’m all
Well, the road is rocky and the hillside’s mud
Up over my head nothing but clouds of blood
I found my world, found my world in you
But your love just hasn’t proved true
I’m twenty miles out of town in cold irons bound
Twenty miles out of town in cold irons bound

Oh, the winds in Chicago have torn me to shreds
Reality has always had too many heads
Some things last longer than you think they will
There are some kind of things you can never kill
It’s you and you only I been thinking about
But you can’t see in and it’s hard lookin’ out
I’m twenty miles out of town in cold irons bound

Well the fat’s in the fire and the water’s in the tank
The whiskey’s in the jar and the money’s in the bank
I tried to love and protect you because I cared
I’m gonna remember forever the joy that we shared
Looking at you and I’m on my bended knee
You have no idea what you do to me
I’m twenty miles out of town in cold irons bound
Twenty miles out of town in cold irons bound1Embed"
1495209,"Come All Ye Fair and Tender Ladies LyricsCome all ye fair and tender ladies
Be careful how you court young men
They're like a star on a summer's morning
They'll first appear and then they're gone
They'll tell you some loving story
They'll declare to you their love is true
Then they will go and court some other
And that's the love they have for you
Do you remember our days of courting
When your head lay upon my breast
You could make me believe with falling of your arm
That the sun rose in the West
I wish I was a little sparrow
And I had wings with which to fly
Right over to see my false true-lover
And when he's talking I'd be nigh
But I'm not a little sparrow
I have no wings with which to fly
So I sit here in grief and sorrow
To weep and pass my troubles by
If I had known before I courted
That love was such a killing thing
I'd a-locked my heart in a box of golden
And fastened it up with a silver pinEmbed"
2486649,"Come Rain or Come Shine Lyrics
I'm gonna love you like nobody's loved you
Come rain or come shine
High as a mountain and deep as a river
Come rain or come shine

I guess when you met me
It was just one of those things
But don't ever bet me
'Cause I'm gon' be true if you let me
You're gonna love me like nobody's loved me
Come rain or come shine
Happy together, unhappy together
And won't that be fine?

Days may be cloudy or sunny
We're in or we're out of the money
But I'm with you always
I'm with you rain or shineEmbed"
1300378,"Coming from the Heart LyricsWe have got to come together
How long can we stay apart?
You may get it maybe never
But it's coming from the heart
Your life is full of indecision
You can't make up your mind
We must get it in position
And move it on down the line
'Cause the road is long, it's a long hard climb
I been on that road too long of a time
Yes the road is long, and it winds and winds
When I think of the love that I left behind
Make me up a bed of roses
And hang them down from the vine
Of all my loves you've been the closest
That's ever been on my mind
Please don't talk about tomorrow
I'm really not one to care
This world is filled with too much sorrow
That nobody's heart should bear
'Cause the road is long, it's a long hard climb
I been on that road too long of a time
Yes the road is long, and it winds and winds
When I think of the love that I left behind
Please, please give me indication
Stop and talk to me
Like a river that is flowing
My love will never cease to be
You will always be my honey
No one could take your part
Our love can't be bought with money
'Cause it's coming from the heart
'Cause the road is long, it's a long hard climb
I been on that road too long of a time
Yes the road is long, and it winds and winds
When I think of the love that I left behindEmbed"
1010162,"Confidential LyricsConfidential as a baby's kiss
Smooth like a baby's breath
Your love for me will always be
Confidential to me
Oh, to look...Embed"
865299,"Cool Water Lyrics..and I’m a fool
Each star’s a pool of water, cool clear water
But with the dawn I’ll wake and yawn
And carry on to water
Cool, clear water
The shadows sway and seem to say
“Tonight we pray for water
Cool, clear water.”
And way up there He’ll hear our prayer
And show us where there’s water
Cool, clear water
Keep a-movin’, Dan, don’t you listen to him, Dan
He’s a devil not a man
And he spreads the burning sand with water
Dan, can you see that big green tree
Where the water’s running free
And it’s waiting there for you and me
Cool, clear water
Dan’s feet are sore, he’s yearning for
Just one thing more than water
Cool, clear water
Like me, I guess, he’d like to rest
Where there’s no quest for water
Cool, clear waterEmbed"
1070099,"Copper Kettle LyricsGet you a copper kettle
Get you a copper coil
Fill it with new made corn mash
And never more you'll toil
You'll just lay there by the juniper
While the moon is bright
Watch them jugs a-filling
In the pale moonlight
Build you a fire with hickory
Hickory, ash, and oak
Don't use no green or rotten wood
It'll get you by the smoke
We'll just lay there by the juniper
While the moon is bright
Watch them jugs a-filling
In the pale moonlight
My daddy, he made whiskey
My granddaddy, he did too
We ain't paid no whiskey tax
Since 1792
We'll just lay there by the juniper
While the moon is bright
Watch them jugs a-filling
In the pale moonlightEmbed"
199436,"Copper Kettle (The Pale Moonlight) Lyrics
Get you a copper kettle, get you a copper coil
Fill it with new made corn mash and never more you'll toil
We'll just lay there by the juniper while the moon is bright
Watch them jugs a-filling in the pale moonlight

Build you a fire with hickory, hickory, ash and oak
Don't use no green or rotten wood, they'll get you by the smoke
We'll just lay there by the juniper while the moon is bright
Watch them jugs a-filling in the pale moonlight
My daddy he made whiskey, my granddaddy he did too
We ain't paid no whiskey tax since 1792
We'll just lay there by the juniper while the moon is bright
Watch them jugs a-filling in the pale moonlight
In the pale moonlightEmbed"
105198,"Corrina, Corrina Lyrics
Corrina, Corrina
Girl, where you been so long?
Corrina, Corrina
Girl, where you been so long?
I been worrying about you, baby
Baby, please come home

I got a bird that whistles
I got a bird that sings
I got a bird that whistles
I got a bird that sings
But I ain't got Corrina
Life don’t mean a thing
Corrina, Corrina
Girl, you’re on my mind
Corrina, Corrina
Girl, you’re on my mind
I’m a-sittin down thinkin of you
I just can’t keep from crying3Embed"
199323,"Country Pie Lyrics
Just like old Saxophone Joe
When he’s got the hogshead up on his toe
Oh me, oh my
Love that country pie

Listen to the fiddler play
When he’s playin' 'til the break of day
Oh me, oh my
Love that country pie
Raspberry, strawberry, lemon, and lime
What do I care?
Blueberry, apple, cherry, pumpkin, and plum
Call me for dinner, honey, I’ll be there

Saddle me up my big white goose
Tie me on her and turn her loose
Oh me, oh my
Love that country pie

I don’t need much, that ain’t no lie
Ain’t runnin' any race
Give to me my country pie
I won’t throw it up in anybody’s face

Shake me up that old peach tree
A'Little Jack Horner got nothin’ on me
Oh me, oh my
Love that country pie1Embed"
199914,"Covenant Woman Lyrics
Covenant woman got a contract with the Lord
Way up yonder, great will be her reward
Covenant woman, shining like a morning star
I know I can trust you to stay where you are

And I just got to tell you
I do intend
To stay closer than any friend
I just got to thank you
Once again
For making your prayers known
Unto heaven for me
And to you, always, so grateful
I will forever be
I’ve been broken, shattered like an empty cup
I’m just waiting on the Lord to rebuild and fill me up
And I know He will do it ’cause He’s faithful and He’s true
He must have loved me so much to send me someone as fine as you

And I just got to tell you
I do intend
To stay closer than any friend
I just got to thank you
Once again
For making your prayers known
Unto heaven for me
And to you, always, so grateful
I will forever be

Covenant woman, intimate little girl
Who knows those most secret things of me that are hidden from the world
You know we are strangers in a land we’re passing through
I’ll always be right by your side, I’ve got a covenant too

And I just got to tell you
I do intend
To stay closer than any friend
I just got to thank you
Once again
For making your prayers known
Unto heaven for me
And to you, always, so grateful
I will forever beEmbed"
7105355,"Cover Down, Pray Through LyricsWell you heard about Pharaoh's army
Tramplin' through the mud
You heard about the Hebrew children
Redeemed by blood
Same spirit dwellin' in you
That raised Christ from the dead
If you're quick in your mortal body
Then let it run to your head
And cover down, cover down, pray through
Cover down, cover down, pray through
Got to have protection
By the full armour of the Lord
Well, the word of God is sharper
Than any double sided sword
He's the hammer of salvation
The breastplate of righteousness
Genesis to revelation
Repent and confess
Cover down, cover down, pray through
Cover down, cover down, pray through
Well, you wake up early in the morning
Turning from side to side
Something giving you a warning
You can't run and you can't hide
Demands are laid upon you
And burdens you can't bear
Sins you can't even remember
Are always waiting to say hello to you there
Cover down, cover down, pray through
Cover down, cover down, pray through
You got an image of yourself, I know
But you've built it alone
But it will come a-tumbling, a-tumbling down
Just like walls made of stone
You will be separated
From everything you seem to be
You think you'll be liberated
But the grave won't set you free
You got to cover down, cover down, pray through
Cover down, cover down, pray through
Cover down, cover down, pray through
Cover down, cover down, pray throughEmbed"
2078093,"Crawling King Snake LyricsYou know I'm a crawlin' king snake, baby, and I rules my den
You know I'm a crawlin' king snake, baby, and I rules my den
I don't want you hangin' around my mate; wanna use her for myself
You know you caught me crawlin'
Baby, when the, when the grass was very high
I'm just gonna keep on crawlin' now, baby, until the day I die
Because I'm a crawlin' king snake, baby, and I rules my den
Don't want you hangin' around my mate; wanna use her for myself
You know I'm gon' crawl up to your window, baby
Wanna crawl up to your door; you got anything I want, baby?
Wanna crawl up on your floor
Because I'm a crawlin' king snake, baby, and I rules my den
You know you caught me crawlin'
Baby, when the, when the grass was very high
I'm just gonna keep on crawlin' now, baby, until the day I die
Because I'm a crawlin' king snake, baby, and I rules my denEmbed"
5662715,"Crossing the Rubicon Lyrics
I crossed the Rubicon on the 14th day
Of the most dangerous month of the year
At the worst time, at the worst place
That's all I seem to hear
I got up early
So I can greet the goddess of the dawn
I've painted my wagon, abandoned all hope
And I crossed the Rubicon

Well, the Rubicon is a red river
Goin' gently as she flows
Redder than your ruby lips
And the blood that flows from the rose
Three miles north of purgatory
One step from the great beyond
I prayed to the cross, I kissed the girls
And I crossed the Rubicon
What are these dark days I see?
In this world so badly bent
I cannot redeem the time
The time so idly spent
How much longer can it last?
How long can it go on?
I embrace my love, put down my hair
And I crossed the Rubicon

I can feel the bones beneath my skin
And they're tremblin' with rage
I'll make your wife a widow
You'll never see old age
Show me one good man in sight
That the sun shines down upon
I pawned my watch, I paid my debts
And I crossed the Rubicon

Put my hide up on a hill
Where some happiness I'll find
If I survive, then let me love
Let the hour be mine
Take the high road, take the low
Take any one you're on
I poured the cup, I passed it along
And I crossed the Rubicon
Well, you defiled the most lovely flowers
In all her womanhood
Others can be tolerant
Others can be good
I'll cut you up with a crooked knife
Lord, and I'll miss you when you're gone
I stood between Heaven and Earth
And I crossed the Rubicon

You won't find any happiness here
No happiness or joy
Go back to the gutter, try your luck
Find you some nice pretty boy
Tell me how many men I need
And who can I count upon
I strapped my belt, I buttoned my coat
And I crossed the Rubicon

I feel the holy spirit inside
See the light that freedom gives
I believe it's in the reach of
Every man who lives
Keep as far away as possible
It's darkest 'fore the dawn (Oh Lord)
I turned the key, I broke it off
And I crossed the Rubicon
Mona, baby, are you still in my mind?
I truly believe that you are
Couldn't be anybody else but you
Who's come with me this far
The killing frost is on the ground
And the autumn leaves are gone
I lit the torch, I looked to the east
And I crossed the RubiconEmbed"
1006242,"’Cross the Green Mountain LyricsI cross the green mountain, I slept by the stream
Heaven blazin' in my head, I dreamt a monstrous dream
Somethin' came up out of the sea
Swept through the land of the rich and the free
I look into the eyes of my merciful friend
And then I ask myself, is this the end?
Memories linger, sad yet sweet
And I think of the souls in heaven who will meet
Altars are burnin' with flames far and wide
The foe has crossed over from the other side
They tip their caps from the top of the hill
You can feel them come, more brave blood to spill
Along the dim Atlantic line
The ravaged land lies for miles behind
The light's comin' forward and the streets are broad
All must yield to the avengin' God
The world is old, the world is gray
Lessons of life can't be learned in a day
I watch and I wait and I listen while I stand
To the music that comes from a far better land
Close the eyes of our captain, peace may he know
His long night is done, the great leader is laid low
He was ready to fall, he was quick to defend
Killed outright he was, by his own men
It's the last day's last hour of the last happy year
I feel that the unknown world is so near
Pride will vanish and glory will rot
But virtue lives and cannot be forgot
The bells of the evening have rung
There's blasphemy on every tongue
Let 'em say that I walked in fair nature's light
And that I was loyal to truth and to right
Serve God and be cheerful, look upward, beyond
Beyond the darkness of masks, the surprises of dawn
In the deep green grasses of the blood stained wood
They never dreamed of surrenderin', they fell where they stood
Stars fell over Alabama, I saw each star
You're walkin' in dreams, whoever you are
Chilled are the skies, keen is the frost
The grounds froze hard and the morning is lost
A letter to mother came today
Gun shot wound to the breast is what it did say
But he'll be better soon, he's in a hospital bed
But he'll never be better, he's already dead
I'm ten miles outside the city and I'm lifted away
In an ancient light that is not of day
They were calm, they were blunt, we knew 'em all too well
We loved each other more than we ever dared to tellEmbed"
201456,"Cry a While Lyrics
Well, I had to go down and see a guy named Mr. Goldsmith
A nasty, dirty, double-crossin’, backstabbin’ phony I didn’t wanna have to be dealin’ with
But I did it for you and all you gave me was a smile
Well, I cried for you, now it’s your turn to cry awhile

I don’t carry deadweight, I’m no flash in the pan
All right, I’ll set you straight, can’t you see I’m a union man?
I’m lettin’ the cat out of the cage, I’m keeping a low profile
Well, I cried for you, now it’s your turn, you can cry awhile
Feel like a fighting rooster, feel better than I ever felt
But the Pennsylvania line’s in an awful mess and the Denver road is about to melt
I went to the church house, every day I go an extra mile
Well, I cried for you, now it’s your turn, you can cry awhile

Last night ’cross the alley there was a pounding on the walls
It must have been Don Pasqualli makin’ a two A.M. booty call
To break a trusting heart like mine was just your style
Well, I cried for you, now it’s your turn to cry awhile

I’m on the fringes of the night, fighting back tears that I can’t control
Some people they ain’t human, they got no heart or soul
Well, I’m crying to the Lord, I’m tryin’ to be meek and mild
Yes, I cried for you, now it’s your turn, you can cry awhile

Well, there’s preachers in the pulpits and babies in the cribs
I’m longin’ for that sweet fat that sticks to your ribs
I’m gonna buy me a barrel of whiskey, I’ll die before I turn senile
Well, I cried for you, now it’s your turn, you can cry awhile

Well, you bet on a horse and it ran on the wrong way
I always said you’d be sorry and today could be the day
I might need a good lawyer, could be your funeral, my trial
Well, I cried for you, now it’s your turn, you can cry awhileEmbed"
199979,"Dark Eyes Lyrics
Oh, the gentlemen are talking
And the midnight moon is on the riverside
They’re drinking up and walking
And it is time for me to slide
I live in another world
Where life and death are memorized
Where the earth is strung with lovers' pearls
And all I see are dark eyes

A cock is crowing far away
And another soldier’s deep in prayer
Some mother’s child has gone astray
She can’t find him anywhere
But I can hear another drum
Beating for the dead that rise
Whom nature’s beast fears as they come
And all I see are dark eyes
They tell me to be discreet
For all intended purposes
They tell me revenge is sweet
And from where they stand, I’m sure it is
But I feel nothing for their game
Where beauty goes unrecognized
All I feel is heat and flame
And all I see are dark eyes

Oh, the French girl, she’s in paradise
And a drunken man is at the wheel
Hunger pays a heavy price
To the falling gods of speed and steel
Oh, time is short and the days are sweet
And passion rules the arrow that flies
A million faces at my feet
But all I see are dark eyes2Embed"
7176169,"Dark Eyes (Empire Burlesque Alternate Take) Lyrics
Oh, the gentlemen are talking and the moonlight’s on the riverside
They’re drinking up and walking and it is time for me to slide
I live in another world where life and death are memorized
Where the earth is strung with lovers' pearls and all I see are dark eyes

A cock is crowing far away and another soldier’s deep in prayer
Some mother’s child has gone astray, she can’t find him anywhere
But I can hear another drum beating for the dead that rise
Whom nature’s beast fears as they come and all I see are dark eyes
They tell me to be discreet for all intended purposes
They tell me revenge is sweet and from where they stand, I’m sure it is
But I feel nothing for their game where beauty goes unrecognized
All I feel is heat and flame and all I see are dark eyes

Oh, the French girl, she’s in paradise and a drunken man is at the wheel
Hunger pays a heavy price to the falling gods of speed and steel
Oh, time is short and the days are sweet and passion rules the arrow that flies
A million faces at my feet but all I see are dark eyesEmbed"
3030351,"Day In, Day Out LyricsDay in, day out
The same old voodoo follows me about
The same old pounding in my heart whenever I think of you
And darling, I think of you, day in and day out
Day out, day in
I needn't tell you how my days begin
When I awake I awake with a tingle, one possibility in view
That possibility of maybe seeing you
Come rain, come shine
I meet you and to me the day is fine
Then I kiss your lips and the pounding becomes
The oceans roar, a thousand drums
Can't you see it's love
Can there be any doubt
When there it is
Day in, day out
Come rain, come shine
I meet you and to me the day is fine
Then I kiss your lips and the pounding becomes
The oceans roar, a thousand drums
Can't you see it's love
Can there be any doubt
When there it is
Day in, day out
Then I kiss your lips and the pounding becomes
The oceans roar, a thousand drums
Can't you see it's love
Can there be any doubt
When there it is
Day in, day outEmbed"
199442,"Day of the Locusts Lyrics
Oh, the benches were stained with tears and perspiration
The birdies were flying from tree to tree
There was little to say, there was no conversation
As I stepped to the stage to pick up my degree
And the locusts sang off in the distance
Yeah, the locusts sang such a sweet melody
Oh, the locusts sang off in the distance
Yeah, the locusts sang and they were singing for me

I glanced into the chamber where the judges were talking
Darkness was everywhere, it smelled like a tomb
I was ready to leave, I was already walking
But the next time I looked there was light in the room
And the locusts sang, yeah, it give me a chill
Oh, the locusts sang such a sweet melody
Oh, the locusts sang their high whining trill
Yeah, the locusts sang and they were singing for me
Outside of the gates the trucks were unloading
The weather was hot, a-nearly 90 degrees
The man standing next to me, his head was exploding
Well, I was praying the pieces wouldn’t fall on me
Yeah, the locusts sang off in the distance
Yeah, the locusts sang such a sweet melody
Oh, the locusts sang off in the distance
And the locusts sang and they were singing for me

I put down my robe, picked up my diploma
Took hold of my sweetheart and away we did drive
Straight for the hills, the black hills of Dakota
Sure was glad to get out of there alive
And the locusts sang, well, it give me a chill
Yeah, the locusts sang such a sweet melody
And the locusts sang with a high whining trill
Yeah, the locusts sang and they was singing for me
Singing for me, well, singing for me2Embed"
199445,"Days of 49 Lyrics
I'm old Tom Moore from the bummer's shore in that good old golden days
They call me a bummer and a ginsot too, but what cares I for praise ?
I wander around from town to town just like a roving sign
And all the people say, ""There goes Tom Moore, in the days of '49""

In the days of old, in the days of gold
How oft'times I repine for the days of old
When we dug up the gold, in the days of '49
My comrades they all loved me well, a jolly saucy crew
A few hard cases I will recall though they all were brave and true
Whatever the pitch they never would flinch, they never would fret or whine
Like good old bricks they stood the kicks in the days of '49

In the days of old, in the days of gold
How oft'times I repine for the days of old
When we dug up the gold, in the days of '49

There was New York Jake, the butcher boy, he was always getting tight
And every time that he'd get full he was spoiling for a fight
But Jake rampaged against a knife in the hands of old Bob Stein
And over Jake they held a wake in the days of '49

In the days of old, in the days of gold
How oft'times I repine for the days of old
When we dug up the gold, in the days of '49

There was Poker Bill, one of the boys who was always in a game
Whether he lost or whether he won, to him it was always the same
He would ante up and draw his cards and he would you go a hatful blind
In the game with death Bill lost his breath, in the days of '49
In the days of old, in the days of gold
How oft'times I repine for the days of old
When we dug up the gold, in the days of '49

There was Ragshag Bill from Buffalo, I never will forget
He would roar all day and he'd roar all night and I guess he's roaring yet
One day he fell in a prospect hole, in a roaring bad design
And in that hole he roared out his soul, in the days of '49

In the days of old, in the days of gold
How oft'times I repine for the days of old
When we dug up the gold, in the days of '49

Of the comrades all that I've had, there's none that's left to boast
And I'm left alone in my misery like some poor wandering ghost
And I pass by from town to town, they call me a rambling sign
""There goes Tom Moore, a bummer shore in the days of '49 ""

In the days of old, in the days of gold
How oft'times I repine for the days of old
When we dug up the gold, in the days of '49Embed"
199940,"Dead Man, Dead Man Lyrics
Uttering idle words from a reprobate mind
Clinging to strange promises, dying on the vine
Never being able to separate the good from the bad
Ooh, I can’t stand it, I can’t stand it
It’s making me feel so sad

Dead man, dead man
When will you arise?
Cobwebs in your mind
Dust upon your eyes
Satan got you by the heel, there’s a bird’s nest in your hair
Do you have any faith at all? Do you have any love to share?
The way that you hold your head, cursing God with every move
Ooh, I can’t stand it, I can’t stand it
What are you trying to prove?


The glamour and the bright lights and the politics of sin
The ghetto that you build for me is the one you end up in
The race of the engine that overrules your heart
Ooh, I can’t stand it, I can’t stand it
Pretending that you’re so smart


What are you trying to overpower me with, the doctrine or the gun?
My back is already to the wall, where can I run?
The tuxedo that you’re wearing, the flower in your lapel
Ooh, I can’t stand it, I can’t stand it
You want to take me down to hell
Embed"
117559,"Dear Landlord Lyrics
Dear landlord
Please don’t put a price on my soul
My burden is heavy
My dreams are beyond control
When that steamboat whistle blows
I’m gonna give you all I got to give
And I do hope you receive it well
Depending on the way you feel that you live

Dear landlord
Please heed these words that I speak
I know you’ve suffered much
But in this you are not so unique
All of us, at times, we might work too hard
To have it too fast and too much
And anyone can fill his life up
With things he can see but he just cannot touch
Dear landlord
Please don’t dismiss my case
I’m not about to argue
I’m not about to move to no other place
Now, each of us has his own special gift
And you know this was meant to be true
And if you don’t underestimate me
I won’t underestimate youEmbed"
1081276,"Dear Mrs. Roosevelt LyricsDear Mrs.Roosevelt, don't hang your head and cry
His mortal flesh is laid away but his good work fills the sky
This world was lucky to see him born
Now he went up to grade school and he wrote back to his folks
He drew such funny pictures and was always pulling jokes
This world was lucky to see him born
He went up to Harvard to read his books of law
He loved his trees and horses, he loved everything he saw
This world was lucky to see him born
He got struck down by the fever and it settled in his leg
He loved the folks that wished him well and everybody did
This world was lucky to see him born
He took office on a crippled leg and he said to one and all
""Your money changing racket, boys, sure enough got to fall.""
This world was lucky to see him born
I voted for him lots of times and I'd vote for him again
He tried to find an honest job for every idle man
This world was lucky to see him born
He helped me to build my union and he learned me how to talk
I could see he was a cripple but he learned my soul to talk
This world was lucky to see him born
I was a GI in the army the day he passed away
And over my shoulder I could hear some soldier say
""This world was lucky to see him born.""
I know this world was lucky just to see him born
I know this world was lucky just to see him born
This world was lucky to see him bornEmbed"
890164,"Death Don’t Have No Mercy LyricsDeath don't have no mercy in this land
It don't have no mercy in this land
When i come in your house someday
And i'll take your mother away
Death don't have no mercy in this land
Death don't have no judgement in this land x2
When i come in your house someday
And i'll take your father away
Death don't have no judgement in this landEmbed"
200609,"Death Is Not the End Lyrics
When you’re sad and when you’re lonely
And you haven’t got a friend
Just remember that death is not the end
And all that you’ve held sacred
Falls down and does not mend
Just remember that death is not the end
Not the end, not the end
Just remember that death is not the end

When you’re standing at the crossroads
That you cannot comprehend
Just remember that death is not the end
And all your dreams have vanished
And you don’t know what’s up the bend
Just remember that death is not the end
Not the end, not the end
Just remember that death is not the end
When the storm clouds gather ’round you
And heavy rains descend
Just remember that death is not the end
And there’s no one there to comfort you
With a helping hand to lend
Just remember that death is not the end
Not the end, not the end
Just remember that death is not the end

Oh, the tree of life is growing
Where the spirit never dies
And the bright light of salvation shines
In dark and empty skies

When the cities are on fire
With the burning flesh of men
Just remember that death is not the end
And you search in vain to find
Just one law-abiding citizen
Just remember that death is not the end
Not the end, not the end
Just remember that death is not the end1Embed"
7237966,"Death Is Not the End (Full Version - Infidels Outtake Lyrics
When you’re sad and when you’re lonely
And you haven’t got a friend
Just remember that death is not the end
And all that you’ve held sacred
Falls down and does not mend
Just remember that death is not the end
Not the end, not the end
Just remember that death is not the end

When you’re standing at the crossroads
That you cannot comprehend
Just remember that death is not the end
And all your dreams have vanished
And you don’t know what’s up the bend
Just remember that death is not the end
Not the end, not the end
Just remember that death is not the end
When the storm clouds gather ’round you
And heavy rains descend
Just remember that death is not the end
And there’s no one there to comfort you
With a helping hand to lend
Just remember that death is not the end
Not the end, not the end
Just remember that death is not the end

Oh, the tree of life is growing
Where the spirit never dies
And the bright light of salvation shines
In dark and empty skies

When the cities are on fire
With the burning flesh of men
Just remember that death is not the end
And you search in vain to find
Just one law-abiding citizen
Just remember that death is not the end
Not the end, not the end
Just remember that death is not the endEmbed"
200928,"Delia Lyrics
Delia was a gambling girl, gambled all around
Delia was a gambling girl, she laid her money down
All the friends I ever had are gone

Delia's dear ol' mother took a trip out West
When she returned, little Delia gone to rest
All the friends I ever had are gone

Delia's daddy weeped, Delia's momma moaned
Wouldn't have been so bad if the poor girl died at home
All the friends I ever had are gone
Curtis' looking high, Curtis' looking low
He shot poor Delia down with a cruel forty-four
All the friends I ever had are gone

High up on the housetops, high as I can see
Looking for them rounders, looking out for me
All the friends I ever had are gone

Men in Atlanta, tryin' to pass for white
Delia's in the graveyard, boys, six feet out of sight
All the friends I ever had are gone

Judge says to Curtis, ""What's this noise about?""
""All about them rounders, Judge, tryin' to cut me out.""
All the friends I ever had are gone

Curtis said to the judge, ""What might be my fine?""
Judge says, ""Poor boy, you got ninety-nine.""
All the friends I ever had are gone

Curtis' in the jail house, drinking from an old tin cup
Delia's in the graveyard, she ain't gettin' up
All the friends I ever had are gone
Delia, oh Delia, how can it be?
You loved all them rounders, never did love me
All the friends I ever had are gone1Embed"
1286618,"Denise LyricsBy Bob Dylan
Denise, Denise
Gal, what's on your mind?
Denise, Denise
Gal, what's on your mind?
You got your eyes closed
Heaven knows that you ain't blind
Well, I can see you smiling
But oh your mouth is inside out
I can see you smiling
But you're smiling inside out
Well, I know you're laughin'
But what are you laughin' about
Well, if you're tryin' to throw me
Babe, I've already been tossed
If you're tryin' to throw me
Babe, I've already been tossed
Babe, you're tryin' to lose me
Babe, I'm already lost
Well, what are you doing
Are you flying or have you flipped?
Oh, what are you doing
Are you flying or have you flipped?
Well, you call my name
And then say your tongue just slipped
Denise, Denise
You're concealed here on the shelf
Denise, Denise
You're concealed here on the shelf
I'm looking deep in your eyes, babe
And all I can see is myselfEmbed"
